ticker,kind,window,seed,acc,majority
GBPUSD=X,causal,3,1,0.625,0.6699999999999999
GBPUSD=X,causal,3,2,0.625,0.6699999999999999
GBPUSD=X,centered,5,0,0.67,0.6699999999999999
GBPUSD=X,centered,5,1,0.68,0.6699999999999999
GBPUSD=X,centered,5,2,0.68,0.6699999999999999
GBPUSD=X,causal,5,0,0.645,0.6699999999999999
GBPUSD=X,causal,5,1,0.64,0.6699999999999999
GBPUSD=X,causal,5,2,0.64,0.6699999999999999
GBPUSD=X,centered,7,0,0.67,0.6699999999999999
GBPUSD=X,centered,7,1,0.665,0.6699999999999999
GBPUSD=X,centered,7,2,0.665,0.6699999999999999
GBPUSD=X,causal,7,0,0.68,0.6699999999999999
GBPUSD=X,causal,7,1,0.675,0.6699999999999999
GBPUSD=X,causal,7,2,0.675,0.6699999999999999
GBPUSD=X,centered,9,0,0.67,0.6699999999999999
GBPUSD=X,centered,9,1,0.675,0.6699999999999999
GBPUSD=X,centered,9,2,0.67,0.6699999999999999
GBPUSD=X,causal,9,0,0.665,0.6699999999999999
GBPUSD=X,causal,9,1,0.665,0.6699999999999999
GBPUSD=X,causal,9,2,0.665,0.6699999999999999
GBPUSD=X,centered,13,0,0.67,0.6699999999999999
GBPUSD=X,centered,13,1,0.67,0.6699999999999999
GBPUSD=X,centered,13,2,0.67,0.6699999999999999
GBPUSD=X,causal,13,0,0.67,0.6699999999999999
GBPUSD=X,causal,13,1,0.67,0.6699999999999999
GBPUSD=X,causal,13,2,0.67,0.6699999999999999
GBPUSD=X,identity,1,0,0.665,0.6699999999999999
GBPUSD=X,identity,1,1,0.665,0.6699999999999999
GBPUSD=X,identity,1,2,0.65,0.6699999999999999
GBPUSD=X,centered,3,0,0.61,0.61
GBPUSD=X,centered,3,1,0.61,0.61
GBPUSD=X,centered,3,2,0.61,0.61
GBPUSD=X,causal,3,0,0.61,0.61
GBPUSD=X,causal,3,1,0.61,0.61
GBPUSD=X,causal,3,2,0.61,0.61
GBPUSD=X,centered,5,0,0.61,0.61
GBPUSD=X,centered,5,1,0.61,0.61
GBPUSD=X,centered,5,2,0.61,0.61
GBPUSD=X,causal,5,0,0.61,0.61
GBPUSD=X,causal,5,1,0.61,0.61
GBPUSD=X,causal,5,2,0.61,0.61
GBPUSD=X,centered,7,0,0.61,0.61
GBPUSD=X,centered,7,1,0.61,0.61
GBPUSD=X,centered,7,2,0.61,0.61
GBPUSD=X,causal,7,0,0.61,0.61
GBPUSD=X,causal,7,1,0.61,0.61
GBPUSD=X,causal,7,2,0.61,0.61
GBPUSD=X,centered,9,0,0.61,0.61
GBPUSD=X,centered,9,1,0.61,0.61
GBPUSD=X,centered,9,2,0.61,0.61
GBPUSD=X,causal,9,0,0.61,0.61
GBPUSD=X,causal,9,1,0.61,0.61
GBPUSD=X,causal,9,2,0.61,0.61
GBPUSD=X,centered,13,0,0.61,0.61
GBPUSD=X,centered,13,1,0.61,0.61
GBPUSD=X,centered,13,2,0.61,0.61
GBPUSD=X,causal,13,0,0.61,0.61
GBPUSD=X,causal,13,1,0.61,0.61
GBPUSD=X,causal,13,2,0.61,0.61
GBPUSD=X,identity,1,0,0.61,0.61
GBPUSD=X,identity,1,1,0.61,0.61
GBPUSD=X,identity,1,2,0.61,0.61
GBPUSD=X,centered,3,0,0.645,0.645
GBPUSD=X,centered,3,1,0.645,0.645
GBPUSD=X,centered,3,2,0.645,0.645
GBPUSD=X,causal,3,0,0.645,0.645
GBPUSD=X,causal,3,1,0.645,0.645
GBPUSD=X,causal,3,2,0.635,0.645
GBPUSD=X,centered,5,0,0.65,0.645
GBPUSD=X,centered,5,1,0.645,0.645
GBPUSD=X,centered,5,2,0.65,0.645
GBPUSD=X,causal,5,0,0.635,0.645
GBPUSD=X,causal,5,1,0.63,0.645
GBPUSD=X,causal,5,2,0.63,0.645
GBPUSD=X,centered,7,0,0.645,0.645
GBPUSD=X,centered,7,1,0.64,0.645
GBPUSD=X,centered,7,2,0.64,0.645
GBPUSD=X,causal,7,0,0.645,0.645
GBPUSD=X,causal,7,1,0.645,0.645
GBPUSD=X,causal,7,2,0.645,0.645
GBPUSD=X,centered,9,0,0.645,0.645
GBPUSD=X,centered,9,1,0.645,0.645
GBPUSD=X,centered,9,2,0.645,0.645
GBPUSD=X,causal,9,0,0.645,0.645
GBPUSD=X,causal,9,1,0.645,0.645
GBPUSD=X,causal,9,2,0.645,0.645
GBPUSD=X,centered,13,0,0.645,0.645
GBPUSD=X,centered,13,1,0.645,0.645
GBPUSD=X,centered,13,2,0.645,0.645
GBPUSD=X,causal,13,0,0.645,0.645
GBPUSD=X,causal,13,1,0.645,0.645
GBPUSD=X,causal,13,2,0.645,0.645
GBPUSD=X,identity,1,0,0.645,0.645
GBPUSD=X,identity,1,1,0.645,0.645
GBPUSD=X,identity,1,2,0.645,0.645
JPM,centered,3,0,0.655,0.625
JPM,centered,3,1,0.67,0.625
JPM,centered,3,2,0.655,0.625
JPM,causal,3,0,0.6,0.625
JPM,causal,3,1,0.585,0.625
JPM,causal,3,2,0.585,0.625
JPM,centered,5,0,0.65,0.625
JPM,centered,5,1,0.64,0.625
JPM,centered,5,2,0.66,0.625
JPM,causal,5,0,0.565,0.625
JPM,causal,5,1,0.575,0.625
JPM,causal,5,2,0.535,0.625
JPM,centered,7,0,0.63,0.625
JPM,centered,7,1,0.645,0.625
JPM,centered,7,2,0.64,0.625
JPM,causal,7,0,0.615,0.625
JPM,causal,7,1,0.62,0.625
JPM,causal,7,2,0.6,0.625
JPM,centered,9,0,0.615,0.625
JPM,centered,9,1,0.61,0.625
JPM,centered,9,2,0.615,0.625
JPM,causal,9,0,0.615,0.625
JPM,causal,9,1,0.595,0.625
JPM,causal,9,2,0.595,0.625
JPM,centered,13,0,0.63,0.625
JPM,centered,13,1,0.63,0.625
JPM,centered,13,2,0.63,0.625
JPM,causal,13,0,0.615,0.625
JPM,causal,13,1,0.61,0.625
JPM,causal,13,2,0.61,0.625
JPM,identity,1,0,0.625,0.625
JPM,identity,1,1,0.62,0.625
JPM,identity,1,2,0.62,0.625
JPM,centered,3,0,0.685,0.675
JPM,centered,3,1,0.69,0.675
JPM,centered,3,2,0.705,0.675
JPM,causal,3,0,0.645,0.675
JPM,causal,3,1,0.64,0.675
JPM,causal,3,2,0.645,0.675
JPM,centered,5,0,0.69,0.675
JPM,centered,5,1,0.69,0.675
JPM,centered,5,2,0.695,0.675
JPM,causal,5,0,0.655,0.675
JPM,causal,5,1,0.655,0.675
JPM,causal,5,2,0.65,0.675
JPM,centered,7,0,0.68,0.675
JPM,centered,7,1,0.69,0.675
JPM,centered,7,2,0.69,0.675
JPM,causal,7,0,0.655,0.675
JPM,causal,7,1,0.655,0.675
JPM,causal,7,2,0.655,0.675
JPM,centered,9,0,0.655,0.675
JPM,centered,9,1,0.655,0.675
JPM,centered,9,2,0.67,0.675
JPM,causal,9,0,0.64,0.675
JPM,causal,9,1,0.655,0.675
JPM,causal,9,2,0.655,0.675
JPM,centered,13,0,0.67,0.675
JPM,centered,13,1,0.675,0.675
JPM,centered,13,2,0.675,0.675
JPM,causal,13,0,0.675,0.675
JPM,causal,13,1,0.675,0.675
JPM,causal,13,2,0.675,0.675
JPM,identity,1,0,0.675,0.675
JPM,identity,1,1,0.675,0.675
JPM,identity,1,2,0.675,0.675
JPM,centered,3,0,0.6,0.585
JPM,centered,3,1,0.6,0.585
JPM,centered,3,2,0.6,0.585
JPM,causal,3,0,0.585,0.585
JPM,causal,3,1,0.59,0.585
JPM,causal,3,2,0.59,0.585
JPM,centered,5,0,0.595,0.585
JPM,centered,5,1,0.6,0.585
JPM,centered,5,2,0.605,0.585
JPM,causal,5,0,0.575,0.585
JPM,causal,5,1,0.575,0.585
JPM,causal,5,2,0.565,0.585
JPM,centered,7,0,0.59,0.585
JPM,centered,7,1,0.615,0.585
JPM,centered,7,2,0.615,0.585
JPM,causal,7,0,0.56,0.585
JPM,causal,7,1,0.565,0.585
JPM,causal,7,2,0.56,0.585
JPM,centered,9,0,0.605,0.585
JPM,centered,9,1,0.605,0.585
JPM,centered,9,2,0.61,0.585
JPM,causal,9,0,0.575,0.585
JPM,causal,9,1,0.58,0.585
JPM,causal,9,2,0.555,0.585
JPM,centered,13,0,0.585,0.585
JPM,centered,13,1,0.585,0.585
JPM,centered,13,2,0.585,0.585
JPM,causal,13,0,0.58,0.585
JPM,causal,13,1,0.585,0.585
JPM,causal,13,2,0.58,0.585
JPM,identity,1,0,0.585,0.585
JPM,identity,1,1,0.585,0.585
JPM,identity,1,2,0.585,0.585
JPM,centered,3,0,0.67,0.605
JPM,centered,3,1,0.665,0.605
JPM,centered,3,2,0.66,0.605
JPM,causal,3,0,0.58,0.605
JPM,causal,3,1,0.58,0.605
JPM,causal,3,2,0.575,0.605
JPM,centered,5,0,0.62,0.605
JPM,centered,5,1,0.62,0.605
JPM,centered,5,2,0.625,0.605
JPM,causal,5,0,0.56,0.605
JPM,causal,5,1,0.56,0.605
JPM,causal,5,2,0.555,0.605
JPM,centered,7,0,0.635,0.605
JPM,centered,7,1,0.63,0.605
JPM,centered,7,2,0.635,0.605
JPM,causal,7,0,0.6,0.605
JPM,causal,7,1,0.605,0.605
JPM,causal,7,2,0.605,0.605
JPM,centered,9,0,0.63,0.605
JPM,centered,9,1,0.635,0.605
JPM,centered,9,2,0.64,0.605
JPM,causal,9,0,0.59,0.605
JPM,causal,9,1,0.59,0.605
JPM,causal,9,2,0.595,0.605
JPM,centered,13,0,0.635,0.605
JPM,centered,13,1,0.625,0.605
JPM,centered,13,2,0.625,0.605
JPM,causal,13,0,0.595,0.605
JPM,causal,13,1,0.595,0.605
JPM,causal,13,2,0.585,0.605
JPM,identity,1,0,0.605,0.605
JPM,identity,1,1,0.6,0.605
JPM,identity,1,2,0.605,0.605
MSFT,centered,3,0,0.685,0.615
MSFT,centered,3,1,0.69,0.615
MSFT,centered,3,2,0.675,0.615
MSFT,causal,3,0,0.6,0.615
MSFT,causal,3,1,0.595,0.615
MSFT,causal,3,2,0.595,0.615
MSFT,centered,5,0,0.655,0.615
MSFT,centered,5,1,0.655,0.615
MSFT,centered,5,2,0.655,0.615
MSFT,causal,5,0,0.57,0.615
MSFT,causal,5,1,0.575,0.615
MSFT,causal,5,2,0.575,0.615
MSFT,centered,7,0,0.615,0.615
MSFT,centered,7,1,0.615,0.615
MSFT,centered,7,2,0.61,0.615
MSFT,causal,7,0,0.61,0.615
MSFT,causal,7,1,0.605,0.615
MSFT,causal,7,2,0.615,0.615
MSFT,centered,9,0,0.615,0.615
MSFT,centered,9,1,0.61,0.615
MSFT,centered,9,2,0.615,0.615
MSFT,causal,9,0,0.6,0.615
MSFT,causal,9,1,0.61,0.615
MSFT,causal,9,2,0.605,0.615
MSFT,centered,13,0,0.63,0.615
MSFT,centered,13,1,0.63,0.615
MSFT,centered,13,2,0.63,0.615
MSFT,causal,13,0,0.605,0.615
MSFT,causal,13,1,0.605,0.615
MSFT,causal,13,2,0.605,0.615
MSFT,identity,1,0,0.625,0.615
MSFT,identity,1,1,0.625,0.615
MSFT,identity,1,2,0.625,0.615
MSFT,centered,3,0,0.74,0.6799999999999999
MSFT,centered,3,1,0.725,0.6799999999999999
MSFT,centered,3,2,0.74,0.6799999999999999
MSFT,causal,3,0,0.64,0.6799999999999999
MSFT,causal,3,1,0.645,0.6799999999999999
MSFT,causal,3,2,0.64,0.6799999999999999
MSFT,centered,5,0,0.705,0.6799999999999999
MSFT,centered,5,1,0.695,0.6799999999999999
MSFT,centered,5,2,0.69,0.6799999999999999
MSFT,causal,5,0,0.575,0.6799999999999999
MSFT,causal,5,1,0.595,0.6799999999999999
MSFT,causal,5,2,0.58,0.6799999999999999
MSFT,centered,7,0,0.685,0.6799999999999999
MSFT,centered,7,1,0.685,0.6799999999999999
MSFT,centered,7,2,0.685,0.6799999999999999
MSFT,causal,7,0,0.665,0.6799999999999999
MSFT,causal,7,1,0.665,0.6799999999999999
MSFT,causal,7,2,0.665,0.6799999999999999
MSFT,centered,9,0,0.68,0.6799999999999999
MSFT,centered,9,1,0.68,0.6799999999999999
MSFT,centered,9,2,0.68,0.6799999999999999
MSFT,causal,9,0,0.68,0.6799999999999999
MSFT,causal,9,1,0.68,0.6799999999999999
MSFT,causal,9,2,0.68,0.6799999999999999
MSFT,centered,13,0,0.68,0.6799999999999999
MSFT,centered,13,1,0.68,0.6799999999999999
MSFT,centered,13,2,0.68,0.6799999999999999
MSFT,causal,13,0,0.68,0.6799999999999999
MSFT,causal,13,1,0.68,0.6799999999999999
MSFT,causal,13,2,0.68,0.6799999999999999
MSFT,identity,1,0,0.67,0.6799999999999999
MSFT,identity,1,1,0.68,0.6799999999999999
MSFT,identity,1,2,0.655,0.6799999999999999
MSFT,centered,3,0,0.665,0.64
MSFT,centered,3,1,0.66,0.64
MSFT,centered,3,2,0.665,0.64
MSFT,causal,3,0,0.615,0.64
MSFT,causal,3,1,0.62,0.64
MSFT,causal,3,2,0.61,0.64
MSFT,centered,5,0,0.645,0.64
MSFT,centered,5,1,0.635,0.64
MSFT,centered,5,2,0.645,0.64
MSFT,causal,5,0,0.63,0.64
MSFT,causal,5,1,0.625,0.64
MSFT,causal,5,2,0.64,0.64
MSFT,centered,7,0,0.64,0.64
MSFT,centered,7,1,0.64,0.64
MSFT,centered,7,2,0.64,0.64
MSFT,causal,7,0,0.64,0.64
MSFT,causal,7,1,0.64,0.64
MSFT,causal,7,2,0.64,0.64
MSFT,centered,9,0,0.64,0.64
MSFT,centered,9,1,0.64,0.64
MSFT,centered,9,2,0.64,0.64
MSFT,causal,9,0,0.64,0.64
MSFT,causal,9,1,0.64,0.64
MSFT,causal,9,2,0.64,0.64
MSFT,centered,13,0,0.64,0.64
MSFT,centered,13,1,0.64,0.64
MSFT,centered,13,2,0.64,0.64
MSFT,causal,13,0,0.64,0.64
MSFT,causal,13,1,0.64,0.64
MSFT,causal,13,2,0.64,0.64
MSFT,identity,1,0,0.64,0.64
MSFT,identity,1,1,0.64,0.64
MSFT,identity,1,2,0.64,0.64
MSFT,centered,3,0,0.64,0.635
MSFT,centered,3,1,0.635,0.635
MSFT,centered,3,2,0.64,0.635
MSFT,causal,3,0,0.63,0.635
MSFT,causal,3,1,0.62,0.635
MSFT,causal,3,2,0.625,0.635
MSFT,centered,5,0,0.645,0.635
MSFT,centered,5,1,0.635,0.635
MSFT,centered,5,2,0.65,0.635
MSFT,causal,5,0,0.615,0.635
MSFT,causal,5,1,0.615,0.635
MSFT,causal,5,2,0.615,0.635
MSFT,centered,7,0,0.63,0.635
MSFT,centered,7,1,0.63,0.635
MSFT,centered,7,2,0.625,0.635
MSFT,causal,7,0,0.635,0.635
MSFT,causal,7,1,0.63,0.635
MSFT,causal,7,2,0.635,0.635
MSFT,centered,9,0,0.63,0.635
MSFT,centered,9,1,0.635,0.635
MSFT,centered,9,2,0.63,0.635
MSFT,causal,9,0,0.635,0.635
MSFT,causal,9,1,0.635,0.635
MSFT,causal,9,2,0.635,0.635
MSFT,centered,13,0,0.635,0.635
MSFT,centered,13,1,0.635,0.635
MSFT,centered,13,2,0.635,0.635
MSFT,causal,13,0,0.635,0.635
MSFT,causal,13,1,0.635,0.635
MSFT,causal,13,2,0.635,0.635
MSFT,identity,1,0,0.635,0.635
MSFT,identity,1,1,0.635,0.635
MSFT,identity,1,2,0.635,0.635
QQQ,centered,3,0,0.66,0.6
QQQ,centered,3,1,0.655,0.6
QQQ,centered,3,2,0.66,0.6
QQQ,causal,3,0,0.595,0.6
QQQ,causal,3,1,0.59,0.6
QQQ,causal,3,2,0.585,0.6
QQQ,centered,5,0,0.645,0.6
QQQ,centered,5,1,0.65,0.6
QQQ,centered,5,2,0.64,0.6
QQQ,causal,5,0,0.535,0.6
QQQ,causal,5,1,0.535,0.6
QQQ,causal,5,2,0.505,0.6
QQQ,centered,7,0,0.6,0.6
QQQ,centered,7,1,0.595,0.6
QQQ,centered,7,2,0.605,0.6
QQQ,causal,7,0,0.57,0.6
QQQ,causal,7,1,0.565,0.6
QQQ,causal,7,2,0.57,0.6
QQQ,centered,9,0,0.6,0.6
QQQ,centered,9,1,0.595,0.6
QQQ,centered,9,2,0.605,0.6
QQQ,causal,9,0,0.59,0.6
QQQ,causal,9,1,0.57,0.6
QQQ,causal,9,2,0.575,0.6
QQQ,centered,13,0,0.6,0.6
QQQ,centered,13,1,0.6,0.6
QQQ,centered,13,2,0.61,0.6
QQQ,causal,13,0,0.595,0.6
QQQ,causal,13,1,0.6,0.6
QQQ,causal,13,2,0.585,0.6
QQQ,identity,1,0,0.61,0.6
QQQ,identity,1,1,0.61,0.6
QQQ,identity,1,2,0.605,0.6
QQQ,centered,3,0,0.715,0.675
QQQ,centered,3,1,0.71,0.675
QQQ,centered,3,2,0.72,0.675
QQQ,causal,3,0,0.62,0.675
QQQ,causal,3,1,0.605,0.675
QQQ,causal,3,2,0.625,0.675
QQQ,centered,5,0,0.695,0.675
QQQ,centered,5,1,0.685,0.675
QQQ,centered,5,2,0.695,0.675
QQQ,causal,5,0,0.6,0.675
QQQ,causal,5,1,0.615,0.675
QQQ,causal,5,2,0.6,0.675
QQQ,centered,7,0,0.7,0.675
QQQ,centered,7,1,0.7,0.675
QQQ,centered,7,2,0.685,0.675
QQQ,causal,7,0,0.635,0.675
QQQ,causal,7,1,0.63,0.675
QQQ,causal,7,2,0.635,0.675
QQQ,centered,9,0,0.675,0.675
QQQ,centered,9,1,0.675,0.675
QQQ,centered,9,2,0.675,0.675
QQQ,causal,9,0,0.675,0.675
QQQ,causal,9,1,0.675,0.675
QQQ,causal,9,2,0.675,0.675
QQQ,centered,13,0,0.675,0.675
QQQ,centered,13,1,0.675,0.675
QQQ,centered,13,2,0.675,0.675
QQQ,causal,13,0,0.675,0.675
QQQ,causal,13,1,0.675,0.675
QQQ,causal,13,2,0.675,0.675
QQQ,identity,1,0,0.655,0.675
QQQ,identity,1,1,0.65,0.675
QQQ,identity,1,2,0.645,0.675
QQQ,centered,3,0,0.63,0.61
QQQ,centered,3,1,0.61,0.61
QQQ,centered,3,2,0.63,0.61
QQQ,causal,3,0,0.575,0.61
QQQ,causal,3,1,0.58,0.61
QQQ,causal,3,2,0.575,0.61
QQQ,centered,5,0,0.605,0.61
QQQ,centered,5,1,0.605,0.61
QQQ,centered,5,2,0.61,0.61
QQQ,causal,5,0,0.605,0.61
QQQ,causal,5,1,0.615,0.61
QQQ,causal,5,2,0.615,0.61
QQQ,centered,7,0,0.61,0.61
QQQ,centered,7,1,0.61,0.61
QQQ,centered,7,2,0.615,0.61
QQQ,causal,7,0,0.605,0.61
QQQ,causal,7,1,0.61,0.61
QQQ,causal,7,2,0.605,0.61
QQQ,centered,9,0,0.61,0.61
QQQ,centered,9,1,0.62,0.61
QQQ,centered,9,2,0.61,0.61
QQQ,causal,9,0,0.61,0.61
QQQ,causal,9,1,0.61,0.61
QQQ,causal,9,2,0.61,0.61
QQQ,centered,13,0,0.615,0.61
QQQ,centered,13,1,0.61,0.61
QQQ,centered,13,2,0.61,0.61
QQQ,causal,13,0,0.605,0.61
QQQ,causal,13,1,0.6,0.61
QQQ,causal,13,2,0.6,0.61
QQQ,identity,1,0,0.61,0.61
QQQ,identity,1,1,0.61,0.61
QQQ,identity,1,2,0.61,0.61
QQQ,centered,3,0,0.635,0.595
QQQ,centered,3,1,0.615,0.595
QQQ,centered,3,2,0.62,0.595
QQQ,causal,3,0,0.59,0.595
QQQ,causal,3,1,0.59,0.595
QQQ,causal,3,2,0.59,0.595
QQQ,centered,5,0,0.655,0.595
QQQ,centered,5,1,0.61,0.595
QQQ,centered,5,2,0.63,0.595
QQQ,causal,5,0,0.575,0.595
QQQ,causal,5,1,0.575,0.595
QQQ,causal,5,2,0.57,0.595
QQQ,centered,7,0,0.625,0.595
QQQ,centered,7,1,0.61,0.595
QQQ,centered,7,2,0.61,0.595
QQQ,causal,7,0,0.58,0.595
QQQ,causal,7,1,0.58,0.595
QQQ,causal,7,2,0.58,0.595
QQQ,centered,9,0,0.59,0.595
QQQ,centered,9,1,0.6,0.595
QQQ,centered,9,2,0.6,0.595
QQQ,causal,9,0,0.57,0.595
QQQ,causal,9,1,0.58,0.595
QQQ,causal,9,2,0.57,0.595
QQQ,centered,13,0,0.595,0.595
QQQ,centered,13,1,0.595,0.595
QQQ,centered,13,2,0.59,0.595
QQQ,causal,13,0,0.595,0.595
QQQ,causal,13,1,0.59,0.595
QQQ,causal,13,2,0.595,0.595
QQQ,identity,1,0,0.595,0.595
QQQ,identity,1,1,0.595,0.595
QQQ,identity,1,2,0.595,0.595
SPY,centered,3,0,0.65,0.61
SPY,centered,3,1,0.67,0.61
SPY,centered,3,2,0.65,0.61
SPY,causal,3,0,0.63,0.61
SPY,causal,3,1,0.625,0.61
SPY,causal,3,2,0.625,0.61
SPY,centered,5,0,0.65,0.61
SPY,centered,5,1,0.655,0.61
SPY,centered,5,2,0.65,0.61
SPY,causal,5,0,0.565,0.61
SPY,causal,5,1,0.565,0.61
SPY,causal,5,2,0.56,0.61
SPY,centered,7,0,0.615,0.61
SPY,centered,7,1,0.61,0.61
SPY,centered,7,2,0.605,0.61
SPY,causal,7,0,0.58,0.61
SPY,causal,7,1,0.56,0.61
SPY,causal,7,2,0.56,0.61
SPY,centered,9,0,0.6,0.61
SPY,centered,9,1,0.605,0.61
SPY,centered,9,2,0.6,0.61
SPY,causal,9,0,0.58,0.61
SPY,causal,9,1,0.58,0.61
SPY,causal,9,2,0.56,0.61
SPY,centered,13,0,0.62,0.61
SPY,centered,13,1,0.62,0.61
SPY,centered,13,2,0.625,0.61
SPY,causal,13,0,0.6,0.61
SPY,causal,13,1,0.6,0.61
SPY,causal,13,2,0.6,0.61
SPY,identity,1,0,0.61,0.61
SPY,identity,1,1,0.61,0.61
SPY,identity,1,2,0.61,0.61
SPY,centered,3,0,0.71,0.685
SPY,centered,3,1,0.715,0.685
SPY,centered,3,2,0.71,0.685
SPY,causal,3,0,0.62,0.685
SPY,causal,3,1,0.625,0.685
SPY,causal,3,2,0.615,0.685
SPY,centered,5,0,0.675,0.685
SPY,centered,5,1,0.68,0.685
SPY,centered,5,2,0.685,0.685
SPY,causal,5,0,0.63,0.685
SPY,causal,5,1,0.645,0.685
SPY,causal,5,2,0.585,0.685
SPY,centered,7,0,0.69,0.685
SPY,centered,7,1,0.695,0.685
SPY,centered,7,2,0.69,0.685
SPY,causal,7,0,0.67,0.685
SPY,causal,7,1,0.665,0.685
SPY,causal,7,2,0.67,0.685
SPY,centered,9,0,0.685,0.685
SPY,centered,9,1,0.685,0.685
SPY,centered,9,2,0.685,0.685
SPY,causal,9,0,0.685,0.685
SPY,causal,9,1,0.685,0.685
SPY,causal,9,2,0.685,0.685
SPY,centered,13,0,0.685,0.685
SPY,centered,13,1,0.685,0.685
SPY,centered,13,2,0.685,0.685
SPY,causal,13,0,0.685,0.685
SPY,causal,13,1,0.685,0.685
SPY,causal,13,2,0.685,0.685
SPY,identity,1,0,0.685,0.685
SPY,identity,1,1,0.665,0.685
SPY,identity,1,2,0.675,0.685
SPY,centered,3,0,0.59,0.6
SPY,centered,3,1,0.58,0.6
SPY,centered,3,2,0.605,0.6
SPY,causal,3,0,0.57,0.6
SPY,causal,3,1,0.58,0.6
SPY,causal,3,2,0.565,0.6
SPY,centered,5,0,0.605,0.6
SPY,centered,5,1,0.6,0.6
SPY,centered,5,2,0.61,0.6
SPY,causal,5,0,0.595,0.6
SPY,causal,5,1,0.595,0.6
SPY,causal,5,2,0.6,0.6
SPY,centered,7,0,0.6,0.6
SPY,centered,7,1,0.6,0.6
SPY,centered,7,2,0.6,0.6
SPY,causal,7,0,0.6,0.6
SPY,causal,7,1,0.6,0.6
SPY,causal,7,2,0.6,0.6
SPY,centered,9,0,0.6,0.6
SPY,centered,9,1,0.6,0.6
SPY,centered,9,2,0.6,0.6
SPY,causal,9,0,0.6,0.6
SPY,causal,9,1,0.6,0.6
SPY,causal,9,2,0.6,0.6
SPY,centered,13,0,0.6,0.6
SPY,centered,13,1,0.6,0.6
SPY,centered,13,2,0.6,0.6
SPY,causal,13,0,0.6,0.6
SPY,causal,13,1,0.6,0.6
SPY,causal,13,2,0.6,0.6
SPY,identity,1,0,0.6,0.6
SPY,identity,1,1,0.6,0.6
SPY,identity,1,2,0.6,0.6
SPY,centered,3,0,0.62,0.605
SPY,centered,3,1,0.62,0.605
SPY,centered,3,2,0.615,0.605
SPY,causal,3,0,0.62,0.605
SPY,causal,3,1,0.615,0.605
SPY,causal,3,2,0.62,0.605
SPY,centered,5,0,0.635,0.605
SPY,centered,5,1,0.625,0.605
SPY,centered,5,2,0.63,0.605
SPY,causal,5,0,0.575,0.605
SPY,causal,5,1,0.58,0.605
SPY,causal,5,2,0.585,0.605
SPY,centered,7,0,0.625,0.605
SPY,centered,7,1,0.605,0.605
SPY,centered,7,2,0.605,0.605
SPY,causal,7,0,0.605,0.605
SPY,causal,7,1,0.605,0.605
SPY,causal,7,2,0.605,0.605
SPY,centered,9,0,0.62,0.605
SPY,centered,9,1,0.605,0.605
SPY,centered,9,2,0.61,0.605
SPY,causal,9,0,0.585,0.605
SPY,causal,9,1,0.58,0.605
SPY,causal,9,2,0.585,0.605
SPY,centered,13,0,0.61,0.605
SPY,centered,13,1,0.605,0.605
SPY,centered,13,2,0.605,0.605
SPY,causal,13,0,0.605,0.605
SPY,causal,13,1,0.595,0.605
SPY,causal,13,2,0.605,0.605
SPY,identity,1,0,0.605,0.605
SPY,identity,1,1,0.605,0.605
SPY,identity,1,2,0.605,0.605
