ticker,window,seed,acc,majority
GBPUSD=X,51,1,0.595,0.595
GBPUSD=X,51,2,0.595,0.595
GBPUSD=X,1,0,0.665,0.6699999999999999
GBPUSD=X,1,1,0.665,0.6699999999999999
GBPUSD=X,1,2,0.65,0.6699999999999999
GBPUSD=X,3,0,0.68,0.6699999999999999
GBPUSD=X,3,1,0.675,0.6699999999999999
GBPUSD=X,3,2,0.675,0.6699999999999999
GBPUSD=X,5,0,0.67,0.6699999999999999
GBPUSD=X,5,1,0.68,0.6699999999999999
GBPUSD=X,5,2,0.68,0.6699999999999999
GBPUSD=X,7,0,0.67,0.6699999999999999
GBPUSD=X,7,1,0.665,0.6699999999999999
GBPUSD=X,7,2,0.665,0.6699999999999999
GBPUSD=X,9,0,0.67,0.6699999999999999
GBPUSD=X,9,1,0.675,0.6699999999999999
GBPUSD=X,9,2,0.67,0.6699999999999999
GBPUSD=X,13,0,0.67,0.6699999999999999
GBPUSD=X,13,1,0.67,0.6699999999999999
GBPUSD=X,13,2,0.67,0.6699999999999999
GBPUSD=X,17,0,0.67,0.6699999999999999
GBPUSD=X,17,1,0.67,0.6699999999999999
GBPUSD=X,17,2,0.67,0.6699999999999999
GBPUSD=X,21,0,0.67,0.6699999999999999
GBPUSD=X,21,1,0.67,0.6699999999999999
GBPUSD=X,21,2,0.67,0.6699999999999999
GBPUSD=X,31,0,0.67,0.6699999999999999
GBPUSD=X,31,1,0.67,0.6699999999999999
GBPUSD=X,31,2,0.67,0.6699999999999999
GBPUSD=X,51,0,0.67,0.6699999999999999
GBPUSD=X,51,1,0.67,0.6699999999999999
GBPUSD=X,51,2,0.67,0.6699999999999999
GBPUSD=X,1,0,0.61,0.61
GBPUSD=X,1,1,0.61,0.61
GBPUSD=X,1,2,0.61,0.61
GBPUSD=X,3,0,0.61,0.61
GBPUSD=X,3,1,0.61,0.61
GBPUSD=X,3,2,0.61,0.61
GBPUSD=X,5,0,0.61,0.61
GBPUSD=X,5,1,0.61,0.61
GBPUSD=X,5,2,0.61,0.61
GBPUSD=X,7,0,0.61,0.61
GBPUSD=X,7,1,0.61,0.61
GBPUSD=X,7,2,0.61,0.61
GBPUSD=X,9,0,0.61,0.61
GBPUSD=X,9,1,0.61,0.61
GBPUSD=X,9,2,0.61,0.61
GBPUSD=X,13,0,0.61,0.61
GBPUSD=X,13,1,0.61,0.61
GBPUSD=X,13,2,0.61,0.61
GBPUSD=X,17,0,0.61,0.61
GBPUSD=X,17,1,0.61,0.61
GBPUSD=X,17,2,0.61,0.61
GBPUSD=X,21,0,0.61,0.61
GBPUSD=X,21,1,0.61,0.61
GBPUSD=X,21,2,0.61,0.61
GBPUSD=X,31,0,0.61,0.61
GBPUSD=X,31,1,0.61,0.61
GBPUSD=X,31,2,0.61,0.61
GBPUSD=X,51,0,0.61,0.61
GBPUSD=X,51,1,0.61,0.61
GBPUSD=X,51,2,0.61,0.61
GBPUSD=X,1,0,0.645,0.645
GBPUSD=X,1,1,0.645,0.645
GBPUSD=X,1,2,0.645,0.645
GBPUSD=X,3,0,0.645,0.645
GBPUSD=X,3,1,0.645,0.645
GBPUSD=X,3,2,0.645,0.645
GBPUSD=X,5,0,0.65,0.645
GBPUSD=X,5,1,0.645,0.645
GBPUSD=X,5,2,0.65,0.645
GBPUSD=X,7,0,0.645,0.645
GBPUSD=X,7,1,0.64,0.645
GBPUSD=X,7,2,0.64,0.645
GBPUSD=X,9,0,0.645,0.645
GBPUSD=X,9,1,0.645,0.645
GBPUSD=X,9,2,0.645,0.645
GBPUSD=X,13,0,0.645,0.645
GBPUSD=X,13,1,0.645,0.645
GBPUSD=X,13,2,0.645,0.645
GBPUSD=X,17,0,0.645,0.645
GBPUSD=X,17,1,0.645,0.645
GBPUSD=X,17,2,0.645,0.645
GBPUSD=X,21,0,0.645,0.645
GBPUSD=X,21,1,0.645,0.645
GBPUSD=X,21,2,0.645,0.645
GBPUSD=X,31,0,0.645,0.645
GBPUSD=X,31,1,0.645,0.645
GBPUSD=X,31,2,0.645,0.645
GBPUSD=X,51,0,0.645,0.645
GBPUSD=X,51,1,0.645,0.645
GBPUSD=X,51,2,0.645,0.645
JPM,1,0,0.625,0.625
JPM,1,1,0.62,0.625
JPM,1,2,0.62,0.625
JPM,3,0,0.655,0.625
JPM,3,1,0.67,0.625
JPM,3,2,0.655,0.625
JPM,5,0,0.65,0.625
JPM,5,1,0.64,0.625
JPM,5,2,0.66,0.625
JPM,7,0,0.63,0.625
JPM,7,1,0.645,0.625
JPM,7,2,0.64,0.625
JPM,9,0,0.615,0.625
JPM,9,1,0.61,0.625
JPM,9,2,0.615,0.625
JPM,13,0,0.63,0.625
JPM,13,1,0.63,0.625
JPM,13,2,0.63,0.625
JPM,17,0,0.625,0.625
JPM,17,1,0.625,0.625
JPM,17,2,0.625,0.625
JPM,21,0,0.625,0.625
JPM,21,1,0.625,0.625
JPM,21,2,0.625,0.625
JPM,31,0,0.625,0.625
JPM,31,1,0.625,0.625
JPM,31,2,0.625,0.625
JPM,51,0,0.625,0.625
JPM,51,1,0.625,0.625
JPM,51,2,0.625,0.625
JPM,1,0,0.675,0.675
JPM,1,1,0.675,0.675
JPM,1,2,0.675,0.675
JPM,3,0,0.685,0.675
JPM,3,1,0.69,0.675
JPM,3,2,0.705,0.675
JPM,5,0,0.69,0.675
JPM,5,1,0.69,0.675
JPM,5,2,0.695,0.675
JPM,7,0,0.68,0.675
JPM,7,1,0.69,0.675
JPM,7,2,0.69,0.675
JPM,9,0,0.655,0.675
JPM,9,1,0.655,0.675
JPM,9,2,0.67,0.675
JPM,13,0,0.67,0.675
JPM,13,1,0.675,0.675
JPM,13,2,0.675,0.675
JPM,17,0,0.675,0.675
JPM,17,1,0.675,0.675
JPM,17,2,0.675,0.675
JPM,21,0,0.675,0.675
JPM,21,1,0.675,0.675
JPM,21,2,0.675,0.675
JPM,31,0,0.675,0.675
JPM,31,1,0.675,0.675
JPM,31,2,0.675,0.675
JPM,51,0,0.675,0.675
JPM,51,1,0.675,0.675
JPM,51,2,0.675,0.675
JPM,1,0,0.585,0.585
JPM,1,1,0.585,0.585
JPM,1,2,0.585,0.585
JPM,3,0,0.6,0.585
JPM,3,1,0.6,0.585
JPM,3,2,0.6,0.585
JPM,5,0,0.595,0.585
JPM,5,1,0.6,0.585
JPM,5,2,0.605,0.585
JPM,7,0,0.59,0.585
JPM,7,1,0.615,0.585
JPM,7,2,0.615,0.585
JPM,9,0,0.605,0.585
JPM,9,1,0.605,0.585
JPM,9,2,0.61,0.585
JPM,13,0,0.585,0.585
JPM,13,1,0.585,0.585
JPM,13,2,0.585,0.585
JPM,17,0,0.585,0.585
JPM,17,1,0.585,0.585
JPM,17,2,0.585,0.585
JPM,21,0,0.585,0.585
JPM,21,1,0.585,0.585
JPM,21,2,0.585,0.585
JPM,31,0,0.585,0.585
JPM,31,1,0.585,0.585
JPM,31,2,0.585,0.585
JPM,51,0,0.585,0.585
JPM,51,1,0.585,0.585
JPM,51,2,0.585,0.585
JPM,1,0,0.605,0.605
JPM,1,1,0.6,0.605
JPM,1,2,0.605,0.605
JPM,3,0,0.67,0.605
JPM,3,1,0.665,0.605
JPM,3,2,0.66,0.605
JPM,5,0,0.62,0.605
JPM,5,1,0.62,0.605
JPM,5,2,0.625,0.605
JPM,7,0,0.635,0.605
JPM,7,1,0.63,0.605
JPM,7,2,0.635,0.605
JPM,9,0,0.63,0.605
JPM,9,1,0.635,0.605
JPM,9,2,0.64,0.605
JPM,13,0,0.635,0.605
JPM,13,1,0.625,0.605
JPM,13,2,0.625,0.605
JPM,17,0,0.605,0.605
JPM,17,1,0.605,0.605
JPM,17,2,0.605,0.605
JPM,21,0,0.605,0.605
JPM,21,1,0.605,0.605
JPM,21,2,0.605,0.605
JPM,31,0,0.605,0.605
JPM,31,1,0.605,0.605
JPM,31,2,0.605,0.605
JPM,51,0,0.605,0.605
JPM,51,1,0.605,0.605
JPM,51,2,0.605,0.605
MSFT,1,0,0.625,0.615
MSFT,1,1,0.625,0.615
MSFT,1,2,0.625,0.615
MSFT,3,0,0.685,0.615
MSFT,3,1,0.69,0.615
MSFT,3,2,0.675,0.615
MSFT,5,0,0.655,0.615
MSFT,5,1,0.655,0.615
MSFT,5,2,0.655,0.615
MSFT,7,0,0.615,0.615
MSFT,7,1,0.615,0.615
MSFT,7,2,0.61,0.615
MSFT,9,0,0.615,0.615
MSFT,9,1,0.61,0.615
MSFT,9,2,0.615,0.615
MSFT,13,0,0.63,0.615
MSFT,13,1,0.63,0.615
MSFT,13,2,0.63,0.615
MSFT,17,0,0.62,0.615
MSFT,17,1,0.61,0.615
MSFT,17,2,0.615,0.615
MSFT,21,0,0.615,0.615
MSFT,21,1,0.615,0.615
MSFT,21,2,0.615,0.615
MSFT,31,0,0.615,0.615
MSFT,31,1,0.615,0.615
MSFT,31,2,0.615,0.615
MSFT,51,0,0.615,0.615
MSFT,51,1,0.615,0.615
MSFT,51,2,0.615,0.615
MSFT,1,0,0.67,0.6799999999999999
MSFT,1,1,0.68,0.6799999999999999
MSFT,1,2,0.655,0.6799999999999999
MSFT,3,0,0.74,0.6799999999999999
MSFT,3,1,0.725,0.6799999999999999
MSFT,3,2,0.74,0.6799999999999999
MSFT,5,0,0.705,0.6799999999999999
MSFT,5,1,0.695,0.6799999999999999
MSFT,5,2,0.69,0.6799999999999999
MSFT,7,0,0.685,0.6799999999999999
MSFT,7,1,0.685,0.6799999999999999
MSFT,7,2,0.685,0.6799999999999999
MSFT,9,0,0.68,0.6799999999999999
MSFT,9,1,0.68,0.6799999999999999
MSFT,9,2,0.68,0.6799999999999999
MSFT,13,0,0.68,0.6799999999999999
MSFT,13,1,0.68,0.6799999999999999
MSFT,13,2,0.68,0.6799999999999999
MSFT,17,0,0.68,0.6799999999999999
MSFT,17,1,0.68,0.6799999999999999
MSFT,17,2,0.68,0.6799999999999999
MSFT,21,0,0.68,0.6799999999999999
MSFT,21,1,0.68,0.6799999999999999
MSFT,21,2,0.68,0.6799999999999999
MSFT,31,0,0.68,0.6799999999999999
MSFT,31,1,0.68,0.6799999999999999
MSFT,31,2,0.68,0.6799999999999999
MSFT,51,0,0.68,0.6799999999999999
MSFT,51,1,0.68,0.6799999999999999
MSFT,51,2,0.68,0.6799999999999999
MSFT,1,0,0.64,0.64
MSFT,1,1,0.64,0.64
MSFT,1,2,0.64,0.64
MSFT,3,0,0.665,0.64
MSFT,3,1,0.66,0.64
MSFT,3,2,0.665,0.64
MSFT,5,0,0.645,0.64
MSFT,5,1,0.635,0.64
MSFT,5,2,0.645,0.64
MSFT,7,0,0.64,0.64
MSFT,7,1,0.64,0.64
MSFT,7,2,0.64,0.64
MSFT,9,0,0.64,0.64
MSFT,9,1,0.64,0.64
MSFT,9,2,0.64,0.64
MSFT,13,0,0.64,0.64
MSFT,13,1,0.64,0.64
MSFT,13,2,0.64,0.64
MSFT,17,0,0.64,0.64
MSFT,17,1,0.64,0.64
MSFT,17,2,0.64,0.64
MSFT,21,0,0.64,0.64
MSFT,21,1,0.64,0.64
MSFT,21,2,0.64,0.64
MSFT,31,0,0.64,0.64
MSFT,31,1,0.64,0.64
MSFT,31,2,0.64,0.64
MSFT,51,0,0.64,0.64
MSFT,51,1,0.64,0.64
MSFT,51,2,0.64,0.64
MSFT,1,0,0.635,0.635
MSFT,1,1,0.635,0.635
MSFT,1,2,0.635,0.635
MSFT,3,0,0.64,0.635
MSFT,3,1,0.635,0.635
MSFT,3,2,0.64,0.635
MSFT,5,0,0.645,0.635
MSFT,5,1,0.635,0.635
MSFT,5,2,0.65,0.635
MSFT,7,0,0.63,0.635
MSFT,7,1,0.63,0.635
MSFT,7,2,0.625,0.635
MSFT,9,0,0.63,0.635
MSFT,9,1,0.635,0.635
MSFT,9,2,0.63,0.635
MSFT,13,0,0.635,0.635
MSFT,13,1,0.635,0.635
MSFT,13,2,0.635,0.635
MSFT,17,0,0.635,0.635
MSFT,17,1,0.635,0.635
MSFT,17,2,0.635,0.635
MSFT,21,0,0.635,0.635
MSFT,21,1,0.635,0.635
MSFT,21,2,0.635,0.635
MSFT,31,0,0.635,0.635
MSFT,31,1,0.635,0.635
MSFT,31,2,0.635,0.635
MSFT,51,0,0.635,0.635
MSFT,51,1,0.635,0.635
MSFT,51,2,0.635,0.635
QQQ,1,0,0.61,0.6
QQQ,1,1,0.61,0.6
QQQ,1,2,0.605,0.6
QQQ,3,0,0.66,0.6
QQQ,3,1,0.655,0.6
QQQ,3,2,0.66,0.6
QQQ,5,0,0.645,0.6
QQQ,5,1,0.65,0.6
QQQ,5,2,0.64,0.6
QQQ,7,0,0.6,0.6
QQQ,7,1,0.595,0.6
QQQ,7,2,0.605,0.6
QQQ,9,0,0.6,0.6
QQQ,9,1,0.595,0.6
QQQ,9,2,0.605,0.6
QQQ,13,0,0.6,0.6
QQQ,13,1,0.6,0.6
QQQ,13,2,0.61,0.6
QQQ,17,0,0.595,0.6
QQQ,17,1,0.59,0.6
QQQ,17,2,0.595,0.6
QQQ,21,0,0.6,0.6
QQQ,21,1,0.6,0.6
QQQ,21,2,0.6,0.6
QQQ,31,0,0.6,0.6
QQQ,31,1,0.6,0.6
QQQ,31,2,0.6,0.6
QQQ,51,0,0.6,0.6
QQQ,51,1,0.6,0.6
QQQ,51,2,0.6,0.6
QQQ,1,0,0.655,0.675
QQQ,1,1,0.65,0.675
QQQ,1,2,0.645,0.675
QQQ,3,0,0.715,0.675
QQQ,3,1,0.71,0.675
QQQ,3,2,0.72,0.675
QQQ,5,0,0.695,0.675
QQQ,5,1,0.685,0.675
QQQ,5,2,0.695,0.675
QQQ,7,0,0.7,0.675
QQQ,7,1,0.7,0.675
QQQ,7,2,0.685,0.675
QQQ,9,0,0.675,0.675
QQQ,9,1,0.675,0.675
QQQ,9,2,0.675,0.675
QQQ,13,0,0.675,0.675
QQQ,13,1,0.675,0.675
QQQ,13,2,0.675,0.675
QQQ,17,0,0.675,0.675
QQQ,17,1,0.675,0.675
QQQ,17,2,0.675,0.675
QQQ,21,0,0.675,0.675
QQQ,21,1,0.675,0.675
QQQ,21,2,0.675,0.675
QQQ,31,0,0.675,0.675
QQQ,31,1,0.675,0.675
QQQ,31,2,0.675,0.675
QQQ,51,0,0.675,0.675
QQQ,51,1,0.675,0.675
QQQ,51,2,0.675,0.675
QQQ,1,0,0.61,0.61
QQQ,1,1,0.61,0.61
QQQ,1,2,0.61,0.61
QQQ,3,0,0.63,0.61
QQQ,3,1,0.61,0.61
QQQ,3,2,0.63,0.61
QQQ,5,0,0.605,0.61
QQQ,5,1,0.605,0.61
QQQ,5,2,0.61,0.61
QQQ,7,0,0.61,0.61
QQQ,7,1,0.61,0.61
QQQ,7,2,0.615,0.61
QQQ,9,0,0.61,0.61
QQQ,9,1,0.62,0.61
QQQ,9,2,0.61,0.61
QQQ,13,0,0.615,0.61
QQQ,13,1,0.61,0.61
QQQ,13,2,0.61,0.61
QQQ,17,0,0.61,0.61
QQQ,17,1,0.61,0.61
QQQ,17,2,0.61,0.61
QQQ,21,0,0.61,0.61
QQQ,21,1,0.61,0.61
QQQ,21,2,0.61,0.61
QQQ,31,0,0.61,0.61
QQQ,31,1,0.61,0.61
QQQ,31,2,0.61,0.61
QQQ,51,0,0.61,0.61
QQQ,51,1,0.61,0.61
QQQ,51,2,0.61,0.61
QQQ,1,0,0.595,0.595
QQQ,1,1,0.595,0.595
QQQ,1,2,0.595,0.595
QQQ,3,0,0.635,0.595
QQQ,3,1,0.615,0.595
QQQ,3,2,0.62,0.595
QQQ,5,0,0.655,0.595
QQQ,5,1,0.61,0.595
QQQ,5,2,0.63,0.595
QQQ,7,0,0.625,0.595
QQQ,7,1,0.61,0.595
QQQ,7,2,0.61,0.595
QQQ,9,0,0.59,0.595
QQQ,9,1,0.6,0.595
QQQ,9,2,0.6,0.595
QQQ,13,0,0.595,0.595
QQQ,13,1,0.595,0.595
QQQ,13,2,0.59,0.595
QQQ,17,0,0.595,0.595
QQQ,17,1,0.595,0.595
QQQ,17,2,0.595,0.595
QQQ,21,0,0.595,0.595
QQQ,21,1,0.595,0.595
QQQ,21,2,0.595,0.595
QQQ,31,0,0.595,0.595
QQQ,31,1,0.595,0.595
QQQ,31,2,0.595,0.595
QQQ,51,0,0.595,0.595
QQQ,51,1,0.595,0.595
QQQ,51,2,0.595,0.595
SPY,1,0,0.61,0.61
SPY,1,1,0.61,0.61
SPY,1,2,0.61,0.61
SPY,3,0,0.65,0.61
SPY,3,1,0.67,0.61
SPY,3,2,0.65,0.61
SPY,5,0,0.65,0.61
SPY,5,1,0.655,0.61
SPY,5,2,0.65,0.61
SPY,7,0,0.615,0.61
SPY,7,1,0.61,0.61
SPY,7,2,0.605,0.61
SPY,9,0,0.6,0.61
SPY,9,1,0.605,0.61
SPY,9,2,0.6,0.61
SPY,13,0,0.62,0.61
SPY,13,1,0.62,0.61
SPY,13,2,0.625,0.61
SPY,17,0,0.61,0.61
SPY,17,1,0.61,0.61
SPY,17,2,0.61,0.61
SPY,21,0,0.61,0.61
SPY,21,1,0.61,0.61
SPY,21,2,0.61,0.61
SPY,31,0,0.61,0.61
SPY,31,1,0.61,0.61
SPY,31,2,0.61,0.61
SPY,51,0,0.61,0.61
SPY,51,1,0.61,0.61
SPY,51,2,0.61,0.61
SPY,1,0,0.685,0.685
SPY,1,1,0.665,0.685
SPY,1,2,0.675,0.685
SPY,3,0,0.71,0.685
SPY,3,1,0.715,0.685
SPY,3,2,0.71,0.685
SPY,5,0,0.675,0.685
SPY,5,1,0.68,0.685
SPY,5,2,0.685,0.685
SPY,7,0,0.69,0.685
SPY,7,1,0.695,0.685
SPY,7,2,0.69,0.685
SPY,9,0,0.685,0.685
SPY,9,1,0.685,0.685
SPY,9,2,0.685,0.685
SPY,13,0,0.685,0.685
SPY,13,1,0.685,0.685
SPY,13,2,0.685,0.685
SPY,17,0,0.685,0.685
SPY,17,1,0.685,0.685
SPY,17,2,0.685,0.685
SPY,21,0,0.685,0.685
SPY,21,1,0.685,0.685
SPY,21,2,0.685,0.685
SPY,31,0,0.685,0.685
SPY,31,1,0.685,0.685
SPY,31,2,0.685,0.685
SPY,51,0,0.685,0.685
SPY,51,1,0.685,0.685
SPY,51,2,0.685,0.685
SPY,1,0,0.6,0.6
SPY,1,1,0.6,0.6
SPY,1,2,0.6,0.6
SPY,3,0,0.59,0.6
SPY,3,1,0.58,0.6
SPY,3,2,0.605,0.6
SPY,5,0,0.605,0.6
SPY,5,1,0.6,0.6
SPY,5,2,0.61,0.6
SPY,7,0,0.6,0.6
SPY,7,1,0.6,0.6
SPY,7,2,0.6,0.6
SPY,9,0,0.6,0.6
SPY,9,1,0.6,0.6
SPY,9,2,0.6,0.6
SPY,13,0,0.6,0.6
SPY,13,1,0.6,0.6
SPY,13,2,0.6,0.6
SPY,17,0,0.6,0.6
SPY,17,1,0.6,0.6
SPY,17,2,0.6,0.6
SPY,21,0,0.6,0.6
SPY,21,1,0.6,0.6
SPY,21,2,0.6,0.6
SPY,31,0,0.6,0.6
SPY,31,1,0.6,0.6
SPY,31,2,0.6,0.6
SPY,51,0,0.6,0.6
SPY,51,1,0.6,0.6
SPY,51,2,0.6,0.6
SPY,1,0,0.605,0.605
SPY,1,1,0.605,0.605
SPY,1,2,0.605,0.605
SPY,3,0,0.62,0.605
SPY,3,1,0.62,0.605
SPY,3,2,0.615,0.605
SPY,5,0,0.635,0.605
SPY,5,1,0.625,0.605
SPY,5,2,0.63,0.605
SPY,7,0,0.625,0.605
SPY,7,1,0.605,0.605
SPY,7,2,0.605,0.605
SPY,9,0,0.62,0.605
SPY,9,1,0.605,0.605
SPY,9,2,0.61,0.605
SPY,13,0,0.61,0.605
SPY,13,1,0.605,0.605
SPY,13,2,0.605,0.605
SPY,17,0,0.605,0.605
SPY,17,1,0.605,0.605
SPY,17,2,0.605,0.605
SPY,21,0,0.605,0.605
SPY,21,1,0.605,0.605
SPY,21,2,0.605,0.605
SPY,31,0,0.605,0.605
SPY,31,1,0.605,0.605
SPY,31,2,0.605,0.605
SPY,51,0,0.605,0.605
SPY,51,1,0.605,0.605
SPY,51,2,0.605,0.605
